Timestamp,Source Floor,Destination Floor
1716645499578511,1,10
1716645499578511,2,7
1716645499698511,1,10
1716645499698511,1,10
1716645499698511,2,7
1716645499738511,1,10
1716645499738511,1,10
1716645499738511,2,7
1716645499818511,1,10
1716645499818511,1,10
1716645499818511,2,7
1716645499898511,1,10
1716645499898511,1,10
1716645499898511,2,7
1716645499938511,1,10
1716645499938511,1,10
1716645499938511,2,7
1716645499978511,1,10
1716645499978511,1,10
1716645499978511,2,7
1716645500018511,1,10
1716645500018511,1,10
1716645500018511,2,7
1716645500058511,1,10
1716645500058511,1,10
1716645500058511,2,7
1716645500098511,1,10
1716645500098511,1,10
1716645500098511,2,7
1716645500178511,1,10
1716645500178511,1,10
1716645500178511,2,7
1716645500218511,1,10
1716645500218511,1,10
1716645500218511,2,7
1716645500258511,1,10
1716645500258511,1,10
1716645500258511,2,7
1716645500338511,1,10
1716645500338511,1,10
1716645500338511,2,7
1716645500418511,1,10
1716645500418511,1,10
1716645500418511,2,7
1716645500498511,1,10
1716645500498511,1,10
1716645500498511,2,7
1716645500578511,1,10
1716645500578511,1,10
1716645500578511,2,7
1716645500658511,1,10
1716645500658511,1,10
1716645500658511,2,7
1716645500698511,1,10
1716645500698511,1,10
1716645500698511,2,7
1716645500797033,1,10
1716645500797033,1,10
1716645500797033,2,7
1716645500877033,3,9
1716645500877033,3,9
1716645500877033,1,10
1716645500877033,3,9
1716645500877033,1,10
1716645500877033,2,7
1716645500957033,3,9
1716645500957033,3,9
1716645500957033,1,10
1716645500957033,3,9
1716645500957033,1,10
1716645500957033,2,7
1716645500997033,3,9
1716645500997033,3,9
1716645500997033,1,10
1716645500997033,3,9
1716645500997033,1,10
1716645500997033,2,7
1716645501037033,3,9
1716645501037033,3,9
1716645501037033,1,10
1716645501037033,3,9
1716645501037033,1,10
1716645501037033,2,7
1716645501077033,3,9
1716645501077033,3,9
1716645501077033,1,10
1716645501077033,3,9
1716645501077033,1,10
1716645501077033,2,7
1716645501157033,3,9
1716645501157033,3,9
1716645501157033,1,10
1716645501157033,3,9
1716645501157033,1,10
1716645501157033,7,10
1716645501157033,3,9
1716645501157033,1,10
1716645501157033,7,10
1716645501157033,2,7
1716645501237033,3,9
1716645501237033,3,9
1716645501237033,1,10
1716645501237033,3,9
1716645501237033,1,10
1716645501237033,7,10
1716645501237033,3,9
1716645501237033,1,10
1716645501237033,7,10
1716645501237033,2,7
1716645501277033,3,9
1716645501277033,3,9
1716645501277033,1,10
1716645501277033,3,9
1716645501277033,1,10
1716645501277033,7,10
1716645501277033,3,9
1716645501277033,1,10
1716645501277033,7,10
1716645501277033,2,7
1716645501317033,3,9
1716645501317033,3,9
1716645501317033,1,10
1716645501317033,3,9
1716645501317033,1,10
1716645501317033,7,10
1716645501317033,3,9
1716645501317033,1,10
1716645501317033,7,10
1716645501317033,2,7
1716645501437033,3,9
1716645501437033,3,9
1716645501437033,1,10
1716645501437033,3,9
1716645501437033,1,10
1716645501437033,2,7
1716645501397033,3,9
1716645501397033,3,9
1716645501397033,1,10
1716645501397033,3,9
1716645501397033,1,10
1716645501397033,7,10
1716645501397033,3,9
1716645501397033,1,10
1716645501397033,7,10
1716645501397033,2,7
1716645501517033,3,9
1716645501517033,3,9
1716645501517033,1,10
1716645501517033,3,9
1716645501517033,1,10
1716645501517033,7,10
1716645501517033,3,9
1716645501517033,1,10
1716645501517033,7,10
1716645501517033,2,7
1716645501637033,3,9
1716645501637033,3,9
1716645501637033,1,10
1716645501637033,3,9
1716645501637033,1,10
1716645501637033,7,10
1716645501637033,3,9
1716645501637033,1,10
1716645501637033,7,10
1716645501637033,2,7
1716645501717033,3,9
1716645501717033,3,9
1716645501717033,1,10
1716645501717033,3,9
1716645501717033,1,10
1716645501717033,7,10
1716645501717033,3,9
1716645501717033,1,10
1716645501717033,7,10
1716645501717033,2,7
1716645501837033,3,9
1716645501837033,3,9
1716645501837033,1,10
1716645501837033,3,9
1716645501837033,1,10
1716645501837033,7,10
1716645501837033,3,9
1716645501837033,1,10
1716645501837033,7,10
1716645501837033,2,7
1716645501957033,3,9
1716645501957033,3,9
1716645501957033,1,10
1716645501957033,3,9
1716645501957033,1,10
1716645501957033,7,10
1716645501957033,3,9
1716645501957033,1,10
1716645501957033,7,10
1716645501957033,2,7
1716645502077033,3,9
1716645502077033,3,9
1716645502077033,1,10
1716645502077033,3,9
1716645502077033,1,10
1716645502077033,7,10
1716645502077033,3,9
1716645502077033,1,10
1716645502077033,7,10
1716645502077033,2,7
1716645502157033,3,9
1716645502157033,3,9
1716645502157033,1,10
1716645502157033,3,9
1716645502157033,1,10
1716645502157033,2,7
1716645502317033,3,9
1716645502317033,3,9
1716645502317033,1,10
1716645502317033,3,9
1716645502317033,1,10
1716645502317033,2,7
1716645502397033,3,9
1716645502397033,3,9
1716645502397033,1,10
1716645502397033,3,9
1716645502397033,1,10
1716645502397033,2,7
1716645502517033,3,9
1716645502517033,3,9
1716645502517033,1,10
1716645502517033,3,9
1716645502517033,1,10
1716645502517033,2,7
1716645502597033,3,9
1716645502597033,3,9
1716645502597033,1,10
1716645502597033,3,9
1716645502597033,1,10
1716645502597033,2,7
1716645502677033,3,9
1716645502677033,3,9
1716645502677033,1,10
1716645502677033,3,9
1716645502677033,1,10
1716645502677033,2,7
1716645502797033,3,9
1716645502797033,3,9
1716645502797033,1,10
1716645502797033,3,9
1716645502797033,1,10
1716645502797033,2,7
1716645502957033,3,9
1716645502957033,3,9
1716645502957033,1,10
1716645502957033,3,9
1716645502957033,1,10
1716645502957033,2,7
1716645503157033,3,9
1716645503157033,3,9
1716645503157033,1,10
1716645503157033,3,9
1716645503157033,1,10
1716645503157033,2,7
1716645503197033,3,9
1716645503197033,3,9
1716645503197033,1,10
1716645503197033,3,9
1716645503197033,1,10
1716645503197033,2,7
1716645503317033,3,9
1716645503317033,3,9
1716645503317033,1,10
1716645503317033,3,9
1716645503317033,1,10
1716645503317033,2,7
1716645503397033,3,9
1716645503397033,3,9
1716645503397033,1,10
1716645503397033,3,9
1716645503397033,1,10
1716645503397033,2,7
1716645503357033,3,9
1716645503357033,3,9
1716645503357033,1,10
1716645503357033,3,9
1716645503357033,1,10
1716645503357033,2,7
1716645503517033,3,9
1716645503517033,3,9
1716645503517033,1,10
1716645503517033,3,9
1716645503517033,1,10
1716645503517033,2,7
1716645503557033,3,9
1716645503557033,3,9
1716645503557033,1,10
1716645503557033,3,9
1716645503557033,1,10
1716645503557033,2,7
1716645503637033,3,9
1716645503637033,3,9
1716645503637033,1,10
1716645503637033,3,9
1716645503637033,1,10
1716645503637033,2,7
1716645503597033,3,9
1716645503597033,3,9
1716645503597033,1,10
1716645503597033,3,9
1716645503597033,1,10
1716645503597033,2,7
1716645503717033,3,9
1716645503717033,3,9
1716645503717033,1,10
1716645503717033,3,9
1716645503717033,1,10
1716645503717033,2,7
1716645503837033,3,9
1716645503837033,3,9
1716645503837033,1,10
1716645503837033,3,9
1716645503837033,1,10
1716645503837033,2,7
1716645503877033,3,9
1716645503877033,3,9
1716645503877033,1,10
1716645503877033,3,9
1716645503877033,1,10
1716645503877033,2,7
1716645503957033,3,9
1716645503957033,3,9
1716645503957033,1,10
1716645503957033,3,9
1716645503957033,1,10
1716645503957033,2,7
1716645503997033,3,9
1716645503997033,3,9
1716645503997033,1,10
1716645503997033,3,9
1716645503997033,1,10
1716645503997033,2,7
1716645504077033,3,9
1716645504077033,3,9
1716645504077033,1,10
1716645504077033,3,9
1716645504077033,1,10
1716645504077033,2,7
1716645504117033,3,9
1716645504117033,3,9
1716645504117033,1,10
1716645504117033,3,9
1716645504117033,1,10
1716645504117033,2,7
1716645504157033,3,9
1716645504157033,3,9
1716645504157033,1,10
1716645504157033,3,9
1716645504157033,1,10
1716645504157033,2,7
1716645504037033,3,9
1716645504037033,3,9
1716645504037033,1,10
1716645504037033,3,9
1716645504037033,1,10
1716645504037033,2,7
1716645504317033,3,9
1716645504317033,3,9
1716645504317033,1,10
1716645504317033,3,9
1716645504317033,1,10
1716645504317033,7,10
1716645504317033,3,9
1716645504317033,1,10
1716645504317033,7,10
1716645504317033,2,7
1716645504397033,3,9
1716645504397033,3,9
1716645504397033,1,10
1716645504397033,3,9
1716645504397033,1,10
1716645504397033,2,7
1716645504477033,3,9
1716645504477033,3,9
1716645504477033,1,10
1716645504477033,3,9
1716645504477033,1,10
1716645504477033,7,10
1716645504477033,3,9
1716645504477033,1,10
1716645504477033,7,10
1716645504477033,2,7
1716645504517033,3,9
1716645504517033,3,9
1716645504517033,1,10
1716645504517033,3,9
1716645504517033,1,10
1716645504517033,2,7
1716645504557033,3,9
1716645504557033,3,9
1716645504557033,1,10
1716645504557033,3,9
1716645504557033,1,10
1716645504557033,2,7
1716645504637033,3,9
1716645504637033,3,9
1716645504637033,1,10
1716645504637033,3,9
1716645504637033,1,10
1716645504637033,7,10
1716645504637033,3,9
1716645504637033,1,10
1716645504637033,7,10
1716645504637033,2,7
1716645504597033,3,9
1716645504597033,3,9
1716645504597033,1,10
1716645504597033,3,9
1716645504597033,1,10
1716645504597033,7,10
1716645504597033,3,9
1716645504597033,1,10
1716645504597033,7,10
1716645504597033,2,7
1716645504437033,3,9
1716645504437033,3,9
1716645504437033,1,10
1716645504437033,3,9
1716645504437033,1,10
1716645504437033,2,7
1716645504797033,3,9
1716645504797033,3,9
1716645504797033,1,10
1716645504797033,3,9
1716645504797033,1,10
1716645504797033,2,7
1716645504877033,3,9
1716645504877033,3,9
1716645504877033,1,10
1716645504877033,3,9
1716645504877033,1,10
1716645504877033,2,7
1716645504957033,3,9
1716645504957033,3,9
1716645504957033,1,10
1716645504957033,3,9
1716645504957033,1,10
1716645504957033,2,7
1716645505037033,3,9
1716645505037033,3,9
1716645505037033,1,10
1716645505037033,3,9
1716645505037033,1,10
1716645505037033,2,7
1716645505077033,3,9
1716645505077033,3,9
1716645505077033,1,10
1716645505077033,3,9
1716645505077033,1,10
1716645505077033,2,7
1716645505157033,3,9
1716645505157033,3,9
1716645505157033,1,10
1716645505157033,3,9
1716645505157033,1,10
1716645505157033,2,7
1716645505117033,3,9
1716645505117033,3,9
1716645505117033,1,10
1716645505117033,3,9
1716645505117033,1,10
1716645505117033,2,7
1716645505277033,3,9
1716645505277033,3,9
1716645505277033,1,10
1716645505277033,3,9
1716645505277033,1,10
1716645505277033,2,7
1716645505357033,3,9
1716645505357033,3,9
1716645505357033,1,10
1716645505357033,3,9
1716645505357033,1,10
1716645505357033,2,7
1716645505437033,3,9
1716645505437033,3,9
1716645505437033,1,10
1716645505437033,3,9
1716645505437033,1,10
1716645505437033,2,7
1716645505517033,3,9
1716645505517033,3,9
1716645505517033,1,10
1716645505517033,3,9
1716645505517033,1,10
1716645505517033,2,7
1716645505557033,3,9
1716645505557033,3,9
1716645505557033,1,10
1716645505557033,3,9
1716645505557033,1,10
1716645505557033,2,7
1716645505597033,3,9
1716645505597033,3,9
1716645505597033,1,10
1716645505597033,3,9
1716645505597033,1,10
1716645505597033,2,7
1716645505637033,3,9
1716645505637033,3,9
1716645505637033,1,10
1716645505637033,3,9
1716645505637033,1,10
1716645505637033,2,7
1716645505477033,3,9
1716645505477033,3,9
1716645505477033,1,10
1716645505477033,3,9
1716645505477033,1,10
1716645505477033,2,7
1716645505797033,3,9
1716645505797033,3,9
1716645505797033,1,10
1716645505797033,3,9
1716645505797033,1,10
1716645505797033,2,7
1716645505917033,3,9
1716645505917033,3,9
1716645505917033,1,10
1716645505917033,3,9
1716645505917033,1,10
1716645505917033,2,7
1716645505997033,3,9
1716645505997033,3,9
1716645505997033,1,10
1716645505997033,3,9
1716645505997033,1,10
1716645505997033,2,7
1716645506077033,3,9
1716645506077033,3,9
1716645506077033,1,10
1716645506077033,3,9
1716645506077033,1,10
1716645506077033,2,7
1716645506117033,3,9
1716645506117033,3,9
1716645506117033,1,10
1716645506117033,3,9
1716645506117033,1,10
1716645506117033,2,7
1716645506037033,3,9
1716645506037033,3,9
1716645506037033,1,10
1716645506037033,3,9
1716645506037033,1,10
1716645506037033,2,7
1716645505957033,3,9
1716645505957033,3,9
1716645505957033,1,10
1716645505957033,3,9
1716645505957033,1,10
1716645505957033,2,7
1716645505877033,3,9
1716645505877033,3,9
1716645505877033,1,10
1716645505877033,3,9
1716645505877033,1,10
1716645505877033,2,7
1716645506157033,3,9
1716645506157033,3,9
1716645506157033,1,10
1716645506157033,3,9
1716645506157033,1,10
1716645506157033,2,7
1716645506237033,3,9
1716645506237033,3,9
1716645506237033,1,10
1716645506237033,3,9
1716645506237033,1,10
1716645506237033,2,7
1716645506437033,3,9
1716645506437033,3,9
1716645506437033,1,10
1716645506437033,3,9
1716645506437033,1,10
1716645506437033,2,7
1716645506557033,3,9
1716645506557033,3,9
1716645506557033,1,10
1716645506557033,3,9
1716645506557033,1,10
1716645506557033,2,7
1716645506637033,3,9
1716645506637033,3,9
1716645506637033,1,10
1716645506637033,3,9
1716645506637033,1,10
1716645506637033,2,7
1716645506597033,3,9
1716645506597033,3,9
1716645506597033,1,10
1716645506597033,3,9
1716645506597033,1,10
1716645506597033,2,7
1716645506717033,3,9
1716645506717033,3,9
1716645506717033,1,10
1716645506717033,3,9
1716645506717033,1,10
1716645506717033,2,7
1716645506757033,3,9
1716645506757033,3,9
1716645506757033,1,10
1716645506757033,3,9
1716645506757033,1,10
1716645506757033,2,7
1716645506957033,3,9
1716645506957033,3,9
1716645506957033,1,10
1716645506957033,3,9
1716645506957033,1,10
1716645506957033,2,7
1716645507077033,3,9
1716645507077033,3,9
1716645507077033,1,10
1716645507077033,3,9
1716645507077033,1,10
1716645507077033,2,7
1716645507157033,3,9
1716645507157033,3,9
1716645507157033,1,10
1716645507157033,3,9
1716645507157033,1,10
1716645507157033,2,7
1716645507197033,3,7
1716645507197033,3,7
1716645507197033,3,9
1716645507197033,3,7
1716645507197033,3,9
1716645507197033,1,10
1716645507197033,3,7
1716645507197033,3,9
1716645507197033,1,10
1716645507197033,2,7
1716645507317033,3,7
1716645507317033,3,7
1716645507317033,3,9
1716645507317033,3,7
1716645507317033,3,9
1716645507317033,1,10
1716645507317033,3,7
1716645507317033,3,9
1716645507317033,1,10
1716645507317033,2,7
1716645507357033,3,7
1716645507357033,3,7
1716645507357033,3,9
1716645507357033,3,7
1716645507357033,3,9
1716645507357033,1,10
1716645507357033,3,7
1716645507357033,3,9
1716645507357033,1,10
1716645507357033,2,7
1716645507437033,3,7
1716645507437033,3,7
1716645507437033,3,9
1716645507437033,3,7
1716645507437033,3,9
1716645507437033,1,10
1716645507437033,3,7
1716645507437033,3,9
1716645507437033,1,10
1716645507437033,2,7
1716645507517033,3,7
1716645507517033,3,7
1716645507517033,3,9
1716645507517033,3,7
1716645507517033,3,9
1716645507517033,1,10
1716645507517033,3,7
1716645507517033,3,9
1716645507517033,1,10
1716645507517033,2,7
1716645507597033,3,7
1716645507597033,3,7
1716645507597033,3,9
1716645507597033,3,7
1716645507597033,3,9
1716645507597033,1,10
1716645507597033,3,7
1716645507597033,3,9
1716645507597033,1,10
1716645507597033,2,7
1716645507637033,3,7
1716645507637033,3,7
1716645507637033,3,9
1716645507637033,3,7
1716645507637033,3,9
1716645507637033,1,10
1716645507637033,3,7
1716645507637033,3,9
1716645507637033,1,10
1716645507637033,2,7
1716645507557033,3,7
1716645507557033,3,7
1716645507557033,3,9
1716645507557033,3,7
1716645507557033,3,9
1716645507557033,1,10
1716645507557033,3,7
1716645507557033,3,9
1716645507557033,1,10
1716645507557033,2,7
1716645507477033,3,7
1716645507477033,3,7
1716645507477033,3,9
1716645507477033,3,7
1716645507477033,3,9
1716645507477033,1,10
1716645507477033,3,7
1716645507477033,3,9
1716645507477033,1,10
1716645507477033,2,7
1716645507397033,3,7
1716645507397033,3,7
1716645507397033,3,9
1716645507397033,3,7
1716645507397033,3,9
1716645507397033,1,10
1716645507397033,3,7
1716645507397033,3,9
1716645507397033,1,10
1716645507397033,2,7
1716645507277033,3,7
1716645507277033,3,7
1716645507277033,3,9
1716645507277033,3,7
1716645507277033,3,9
1716645507277033,1,10
1716645507277033,3,7
1716645507277033,3,9
1716645507277033,1,10
1716645507277033,2,7
1716645507677033,3,7
1716645507677033,3,7
1716645507677033,3,9
1716645507677033,3,7
1716645507677033,3,9
1716645507677033,1,10
1716645507677033,3,7
1716645507677033,3,9
1716645507677033,1,10
1716645507677033,2,7
1716645507797033,3,7
1716645507797033,3,7
1716645507797033,3,9
1716645507797033,3,7
1716645507797033,3,9
1716645507797033,1,10
1716645507797033,3,7
1716645507797033,3,9
1716645507797033,1,10
1716645507797033,2,7
1716645507957033,3,7
1716645507957033,3,7
1716645507957033,3,9
1716645507957033,3,7
1716645507957033,3,9
1716645507957033,1,10
1716645507957033,3,7
1716645507957033,3,9
1716645507957033,1,10
1716645507957033,7,10
1716645507957033,3,7
1716645507957033,3,9
1716645507957033,1,10
1716645507957033,7,10
1716645507957033,2,7
1716645508077033,3,7
1716645508077033,3,7
1716645508077033,3,9
1716645508077033,3,7
1716645508077033,3,9
1716645508077033,1,10
1716645508077033,3,7
1716645508077033,3,9
1716645508077033,1,10
1716645508077033,2,7
1716645508037033,3,7
1716645508037033,3,7
1716645508037033,3,9
1716645508037033,3,7
1716645508037033,3,9
1716645508037033,1,10
1716645508037033,3,7
1716645508037033,3,9
1716645508037033,1,10
1716645508037033,2,7
1716645507997033,3,7
1716645507997033,3,7
1716645507997033,3,9
1716645507997033,3,7
1716645507997033,3,9
1716645507997033,1,10
1716645507997033,3,7
1716645507997033,3,9
1716645507997033,1,10
1716645507997033,2,7
1716645507917033,3,7
1716645507917033,3,7
1716645507917033,3,9
1716645507917033,3,7
1716645507917033,3,9
1716645507917033,1,10
1716645507917033,3,7
1716645507917033,3,9
1716645507917033,1,10
1716645507917033,2,7
1716645507877033,3,7
1716645507877033,3,7
1716645507877033,3,9
1716645507877033,3,7
1716645507877033,3,9
1716645507877033,1,10
1716645507877033,3,7
1716645507877033,3,9
1716645507877033,1,10
1716645507877033,7,10
1716645507877033,3,7
1716645507877033,3,9
1716645507877033,1,10
1716645507877033,7,10
1716645507877033,2,7
1716645507837033,3,7
1716645507837033,3,7
1716645507837033,3,9
1716645507837033,3,7
1716645507837033,3,9
1716645507837033,1,10
1716645507837033,3,7
1716645507837033,3,9
1716645507837033,1,10
1716645507837033,2,7
1716645508157033,3,7
1716645508157033,3,7
1716645508157033,3,9
1716645508157033,3,7
1716645508157033,3,9
1716645508157033,1,10
1716645508157033,3,7
1716645508157033,3,9
1716645508157033,1,10
1716645508157033,2,7
1716645508317033,3,7
1716645508317033,3,7
1716645508317033,3,9
1716645508317033,3,7
1716645508317033,3,9
1716645508317033,1,10
1716645508317033,3,7
1716645508317033,3,9
1716645508317033,1,10
1716645508317033,2,7
1716645508397033,3,7
1716645508397033,3,7
1716645508397033,3,9
1716645508397033,3,7
1716645508397033,3,9
1716645508397033,1,10
1716645508397033,3,7
1716645508397033,3,9
1716645508397033,1,10
1716645508397033,2,7
1716645508477033,3,7
1716645508477033,3,7
1716645508477033,3,9
1716645508477033,3,7
1716645508477033,3,9
1716645508477033,1,10
1716645508477033,3,7
1716645508477033,3,9
1716645508477033,1,10
1716645508477033,2,7
1716645508437033,3,7
1716645508437033,3,7
1716645508437033,3,9
1716645508437033,3,7
1716645508437033,3,9
1716645508437033,1,10
1716645508437033,3,7
1716645508437033,3,9
1716645508437033,1,10
1716645508437033,2,7
1716645508357033,3,7
1716645508357033,3,7
1716645508357033,3,9
1716645508357033,3,7
1716645508357033,3,9
1716645508357033,1,10
1716645508357033,3,7
1716645508357033,3,9
1716645508357033,1,10
1716645508357033,2,7
1716645508557033,3,7
1716645508557033,3,7
1716645508557033,3,9
1716645508557033,3,7
1716645508557033,3,9
1716645508557033,1,10
1716645508557033,3,7
1716645508557033,3,9
1716645508557033,1,10
1716645508557033,2,7
1716645508597033,3,9
1716645508597033,3,9
1716645508597033,1,10
1716645508597033,3,9
1716645508597033,1,10
1716645508597033,2,7
1716645508517033,3,9
1716645508517033,3,9
1716645508517033,1,10
1716645508517033,3,9
1716645508517033,1,10
1716645508517033,2,7
1716645508637033,3,9
1716645508637033,3,9
1716645508637033,1,10
1716645508637033,3,9
1716645508637033,1,10
1716645508637033,2,7
1716645508717033,3,9
1716645508717033,3,9
1716645508717033,1,10
1716645508717033,3,9
1716645508717033,1,10
1716645508717033,2,7
1716645508677033,3,9
1716645508677033,3,9
1716645508677033,1,10
1716645508677033,3,9
1716645508677033,1,10
1716645508677033,2,7
1716645508277033,3,7
1716645508277033,3,7
1716645508277033,3,9
1716645508277033,3,7
1716645508277033,3,9
1716645508277033,1,10
1716645508277033,3,7
1716645508277033,3,9
1716645508277033,1,10
1716645508277033,2,7
1716645508837033,3,9
1716645508837033,3,9
1716645508837033,1,10
1716645508837033,3,9
1716645508837033,1,10
1716645508837033,2,7
1716645508797033,3,9
1716645508797033,3,9
1716645508797033,1,10
1716645508797033,3,9
1716645508797033,1,10
1716645508797033,2,7
1716645508877033,3,9
1716645508877033,3,9
1716645508877033,1,10
1716645508877033,3,9
1716645508877033,1,10
1716645508877033,2,7
1716645508957033,3,9
1716645508957033,3,9
1716645508957033,1,10
1716645508957033,3,9
1716645508957033,1,10
1716645508957033,2,7
1716645508917033,3,9
1716645508917033,3,9
1716645508917033,1,10
1716645508917033,3,9
1716645508917033,1,10
1716645508917033,2,7
1716645508997033,3,9
1716645508997033,3,9
1716645508997033,1,10
1716645508997033,3,9
1716645508997033,1,10
1716645508997033,2,7
1716645509077033,3,9
1716645509077033,3,9
1716645509077033,1,10
1716645509077033,3,9
1716645509077033,1,10
1716645509077033,2,7
1716645509037033,3,9
1716645509037033,3,9
1716645509037033,1,10
1716645509037033,3,9
1716645509037033,1,10
1716645509037033,2,7
1716645509117033,3,9
1716645509117033,3,9
1716645509117033,1,10
1716645509117033,3,9
1716645509117033,1,10
1716645509117033,2,7
1716645509157033,3,9
1716645509157033,3,9
1716645509157033,1,10
1716645509157033,3,9
1716645509157033,1,10
1716645509157033,2,7
1716645509237033,3,9
1716645509237033,3,9
1716645509237033,1,10
1716645509237033,3,9
1716645509237033,1,10
1716645509237033,2,7
1716645509197033,3,9
1716645509197033,3,9
1716645509197033,1,10
1716645509197033,3,9
1716645509197033,1,10
1716645509197033,2,7
1716645509357033,3,9
1716645509357033,3,9
1716645509357033,1,10
1716645509357033,3,9
1716645509357033,1,10
1716645509357033,2,7
1716645509317033,3,9
1716645509317033,3,9
1716645509317033,1,10
1716645509317033,3,9
1716645509317033,1,10
1716645509317033,2,7
1716645509397033,3,9
1716645509397033,3,9
1716645509397033,1,10
1716645509397033,3,9
1716645509397033,1,10
1716645509397033,2,7
1716645509477033,3,9
1716645509477033,3,9
1716645509477033,1,10
1716645509477033,3,9
1716645509477033,1,10
1716645509477033,2,7
1716645509437033,3,9
1716645509437033,3,9
1716645509437033,1,10
1716645509437033,3,9
1716645509437033,1,10
1716645509437033,2,7
1716645509517033,3,9
1716645509517033,3,9
1716645509517033,1,10
1716645509517033,3,9
1716645509517033,1,10
1716645509517033,2,7
1716645509597033,3,9
1716645509597033,3,9
1716645509597033,1,10
1716645509597033,3,9
1716645509597033,1,10
1716645509597033,2,7
1716645509557033,3,9
1716645509557033,3,9
1716645509557033,1,10
1716645509557033,3,9
1716645509557033,1,10
1716645509557033,2,7
1716645509637033,3,9
1716645509637033,3,9
1716645509637033,1,10
1716645509637033,3,9
1716645509637033,1,10
1716645509637033,2,7
1716645509677033,3,9
1716645509677033,3,9
1716645509677033,1,10
1716645509677033,3,9
1716645509677033,1,10
1716645509677033,2,7
1716645509757033,3,9
1716645509757033,3,9
1716645509757033,1,10
1716645509757033,3,9
1716645509757033,1,10
1716645509757033,2,7
1716645509717033,3,9
1716645509717033,3,9
1716645509717033,1,10
1716645509717033,3,9
1716645509717033,1,10
1716645509717033,2,7
1716645509277033,3,9
1716645509277033,3,9
1716645509277033,1,10
1716645509277033,3,9
1716645509277033,1,10
1716645509277033,2,7
1716645508757033,3,9
1716645508757033,3,9
1716645508757033,1,10
1716645508757033,3,9
1716645508757033,1,10
1716645508757033,2,7
1716645508237033,3,7
1716645508237033,3,7
1716645508237033,3,9
1716645508237033,3,7
1716645508237033,3,9
1716645508237033,1,10
1716645508237033,3,7
1716645508237033,3,9
1716645508237033,1,10
1716645508237033,2,7
1716645508197033,3,7
1716645508197033,3,7
1716645508197033,3,9
1716645508197033,3,7
1716645508197033,3,9
1716645508197033,1,10
1716645508197033,3,7
1716645508197033,3,9
1716645508197033,1,10
1716645508197033,2,7
1716645508117033,3,7
1716645508117033,3,7
1716645508117033,3,9
1716645508117033,3,7
1716645508117033,3,9
1716645508117033,1,10
1716645508117033,3,7
1716645508117033,3,9
1716645508117033,1,10
1716645508117033,2,7
1716645507757033,3,7
1716645507757033,3,7
1716645507757033,3,9
1716645507757033,3,7
1716645507757033,3,9
1716645507757033,1,10
1716645507757033,3,7
1716645507757033,3,9
1716645507757033,1,10
1716645507757033,2,7
1716645507717033,3,7
1716645507717033,3,7
1716645507717033,3,9
1716645507717033,3,7
1716645507717033,3,9
1716645507717033,1,10
1716645507717033,3,7
1716645507717033,3,9
1716645507717033,1,10
1716645507717033,2,7
1716645511675000,3,7
1716645511675000,3,7
1716645511675000,1,10
1716645511675000,3,7
1716645511675000,1,10
1716645511675000,2,7
1716645511715000,3,7
1716645511715000,3,7
1716645511715000,1,10
1716645511715000,3,7
1716645511715000,1,10
1716645511715000,2,7
1716645511755000,3,7
1716645511755000,3,7
1716645511755000,1,10
1716645511755000,3,7
1716645511755000,1,10
